block_index,record_id,timestamp,data_hash,previous_hash,block_hash
0,nan,2025-08-01 00:00:00 EST,c784f0088c0a9786ec0b7326a504502bec9b44eee0574d0110bc33c7627dbc85,0000000000000000000000000000000000000000000000000000000000000000,efb686e7aec7c84eb1c52ab01d6ccb300320dbe7b6f5cb2b8256a5ed92c9706d
1,nan,2025-08-01 00:00:00 EST,226658eb32b2e99c1b6a596e14251b7bd146d440b28767ea40b14c100f6c15ad,efb686e7aec7c84eb1c52ab01d6ccb300320dbe7b6f5cb2b8256a5ed92c9706d,f04e40d5439e40347e50b4b012ddfbe35088afacb39ddc9384693416b114a40e
2,EXECUTIVE_INTELLIGENCE_SUMMARY,2025-08-01 00:00:00 EST,b0d9329961997a9ca3d6ae3079e45a62f7e24bfcc6a9dd81fd96570e5a0400dd,f04e40d5439e40347e50b4b012ddfbe35088afacb39ddc9384693416b114a40e,0f59d8205c00658cc6dcf8e093f418002bfefd99c1d05afcc6239cecf65dbe0b
3,FIRST_INFORMATION_REPORTS_FIRS__POLICE_LOGS,2025-08-01 00:00:00 EST,498cc5424b761fa1664bfb6141d45c08846fa91137e4be8604abe4f4091ce744,0f59d8205c00658cc6dcf8e093f418002bfefd99c1d05afcc6239cecf65dbe0b,9036e3b30aee7a87225824a3ab859846b83715ae220d210547b930ae974595e1
4,JANAKIRAMAN_COMMITTEE_INTERIM_FINDINGS_RBI,2025-08-01 00:00:00 EST,468ad29ebad02cf4627b5d7dec062d0f7577e67f2e164eb39e3d4db62b91ca33,9036e3b30aee7a87225824a3ab859846b83715ae220d210547b930ae974595e1,88bfb6577e7cebeb228138b3d6fde0ee8fac8894d65b529fa0f991dc6881226a
5,CALL_DETAIL_RECORDS_CDRS__PAGER_INTERCEPTS,2025-08-01 00:00:00 EST,4708c8302dc829348b548593b5ee239f99e9a2e8c509eebb0359ae6076869a2e,88bfb6577e7cebeb228138b3d6fde0ee8fac8894d65b529fa0f991dc6881226a,a42893a8fba377e77e6ed7c4462f4a08e60f70b92f74bf057a665963d82dcda2
6,FIELD_SURVEILLANCE_REPORTS,2025-08-01 00:00:00 EST,364305b090a6a8627d3524f80ff88989dbbc74b43fb1a97ed52bcbbbdbee0ac1,a42893a8fba377e77e6ed7c4462f4a08e60f70b92f74bf057a665963d82dcda2,590ebc9df713e750033b829bb2805d630cc7ad0441ba7d5675b75c10cc305217
7,FINANCIAL__FORENSIC_TRANSACTION_LOGS,2025-08-01 00:00:00 EST,53ea7f5da5e97de342708f33711c7c88d9fe849d5460b0805331103acdc9151d,590ebc9df713e750033b829bb2805d630cc7ad0441ba7d5675b75c10cc305217,aefd489451a9e4aa7c5c41da54a236d8c71ea6a18285a60d64fb75e5a05d5432
8,WITNESS_DEPOSITIONS__INTERROGATIONS,2025-08-01 00:00:00 EST,2935b286b974ebee1952883852a37579b21f0cb711590f58b51dce5803f84ac6,aefd489451a9e4aa7c5c41da54a236d8c71ea6a18285a60d64fb75e5a05d5432,cf28c667b913a1f96df6a590e8650ac6910d2afb87f12ce9f54a902b2ddfd1db
9,CRIMINAL_SYNDICATE_MAPPING__LEGAL_FALLOUT,2025-08-01 00:00:00 EST,3ca546f5959623b3d032abc11ac0083854cc53d89193fad249819ec44fbd8472,cf28c667b913a1f96df6a590e8650ac6910d2afb87f12ce9f54a902b2ddfd1db,1069b2dadf977e3a9c6296bbb136502ebcea3719a4ec9606cf55e6bb8c227837
10,OPEN_SOURCE__MARKET_GRAPEVINE_INTELLIGENCE_BULLETIN_BOARDS,2025-08-01 00:00:00 EST,4e2e1150d9ee98d2d7f7995a36d1556a29c95ce0d44337a7f167c38d38da5ee7,1069b2dadf977e3a9c6296bbb136502ebcea3719a4ec9606cf55e6bb8c227837,ede71dd23112545a68a6c07ba4dfe12b3103961f5bb4d55ffc95b5cee0e1c1a9
