block_index,record_id,timestamp,data_hash,previous_hash,block_hash
0,nan,2025-08-01 00:00:00 EST,634409ee7eb4151df7d907d6a9ab2a0f52ff1368bfb1f5b17d7280e9406a4260,0000000000000000000000000000000000000000000000000000000000000000,5d59551e32901a26bd7ce1fc3d98b3fd13019bb2ab776c35db618bdc9ab3c300
1,nan,2025-08-01 00:00:00 EST,e8442be39236aac50d1bb9bca74679248463dd12eb20bb3a6e9faf6157676170,5d59551e32901a26bd7ce1fc3d98b3fd13019bb2ab776c35db618bdc9ab3c300,3d47492b426d4fbb3701482a530a9b1da0daafc2189bd0ed4a2a8923ba9af59b
2,EXECUTIVE_INTELLIGENCE_SUMMARY,2025-08-01 00:00:00 EST,b0d9329961997a9ca3d6ae3079e45a62f7e24bfcc6a9dd81fd96570e5a0400dd,3d47492b426d4fbb3701482a530a9b1da0daafc2189bd0ed4a2a8923ba9af59b,b3a2a1f02fc86c2107da33a4e670babcc36c06cff2b595c66e4c08bc09eb9feb
3,FIRST_INFORMATION_REPORTS_FIRS__POLICE_LOGS,2025-08-01 00:00:00 EST,651e786a38e50fb24a2d9c5a74e4d9e86758663c9580e31bd3cc31194d8bb6eb,b3a2a1f02fc86c2107da33a4e670babcc36c06cff2b595c66e4c08bc09eb9feb,fe49037fcba39e271c37a57fb56aaad902006885897e70cc719cd459abbe2d70
4,JANAKIRAMAN_COMMITTEE_INTERIM_FINDINGS_RBI,2025-08-01 00:00:00 EST,468ad29ebad02cf4627b5d7dec062d0f7577e67f2e164eb39e3d4db62b91ca33,fe49037fcba39e271c37a57fb56aaad902006885897e70cc719cd459abbe2d70,69106ed4257349f60a5120d74709fca506fae4f88c04503414829e2970bd3894
5,CALL_DETAIL_RECORDS_CDRS__PAGER_INTERCEPTS,2025-08-01 00:00:00 EST,4708c8302dc829348b548593b5ee239f99e9a2e8c509eebb0359ae6076869a2e,69106ed4257349f60a5120d74709fca506fae4f88c04503414829e2970bd3894,8ba560ba67d57ba2bbfb2057d9cbe3f27001635b4c43a7e75ef6eea56141e48e
6,FIELD_SURVEILLANCE_REPORTS,2025-08-01 00:00:00 EST,364305b090a6a8627d3524f80ff88989dbbc74b43fb1a97ed52bcbbbdbee0ac1,8ba560ba67d57ba2bbfb2057d9cbe3f27001635b4c43a7e75ef6eea56141e48e,86815998f48759a5f9d8ccfb3d21d97de9edcbbf5c5844183e5ef83da01a6adb
7,FINANCIAL__FORENSIC_TRANSACTION_LOGS,2025-08-01 00:00:00 EST,53ea7f5da5e97de342708f33711c7c88d9fe849d5460b0805331103acdc9151d,86815998f48759a5f9d8ccfb3d21d97de9edcbbf5c5844183e5ef83da01a6adb,f850bef4bdbff90afa16fecf0feecb9074662d79e344be7b9687d70bd1d15c23
8,WITNESS_DEPOSITIONS__INTERROGATIONS,2025-08-01 00:00:00 EST,2935b286b974ebee1952883852a37579b21f0cb711590f58b51dce5803f84ac6,f850bef4bdbff90afa16fecf0feecb9074662d79e344be7b9687d70bd1d15c23,477696f0470db1f4432fa19d717f72d21666937d3ab15c5781ef40e5837a91bf
9,CRIMINAL_SYNDICATE_MAPPING__LEGAL_FALLOUT,2025-08-01 00:00:00 EST,3ca546f5959623b3d032abc11ac0083854cc53d89193fad249819ec44fbd8472,477696f0470db1f4432fa19d717f72d21666937d3ab15c5781ef40e5837a91bf,38087b1533e0900a9d4639a31f02ef4e094df2782e761221a8df729dad46daf8
10,OPEN_SOURCE__MARKET_GRAPEVINE_INTELLIGENCE_BULLETIN_BOARDS,2025-08-01 00:00:00 EST,4e2e1150d9ee98d2d7f7995a36d1556a29c95ce0d44337a7f167c38d38da5ee7,38087b1533e0900a9d4639a31f02ef4e094df2782e761221a8df729dad46daf8,46533e1a7f9a7bc9cd1e42cb0238e01a0a6d6797d3bb95e37230fa16f61aaefd
