block_index,record_id,timestamp,data_hash,previous_hash,block_hash
0,nan,2025-08-01 00:00:00 EST,0322edeea2fb98408952e774870c85fba0ce6ffbc28accc110aed7d02edb388c,0000000000000000000000000000000000000000000000000000000000000000,24cb9362334a92e2917fa36a90f131fe42b923546e1ced1644380d2315670a86
1,nan,2025-08-01 00:00:00 EST,c42a76b5440f5f337377619d2e195951c26f9ad0b98c37a512fdd9d95dd901f2,24cb9362334a92e2917fa36a90f131fe42b923546e1ced1644380d2315670a86,900575d7a5d35a74aee4ff7c5a65978c9445b37da4d4c9c7b0d4638d378c8901
2,PRIMARY_FIR_REGISTRATION_DETAILS,2025-08-01 00:00:00 EST,5096687d4a6e873d10e25f77bceccc40d42ee7d4be7af761ce2c95a5cd811b39,900575d7a5d35a74aee4ff7c5a65978c9445b37da4d4c9c7b0d4638d378c8901,f383282e3bc7770642f89cebdccf4d7ec5a4e596b39fc8f80febbc6b64ef4ea8
3,NARRATIVE_OUTLINE_OF_THE_INCIDENT_AS_FILED,2025-08-01 00:00:00 EST,d8ede8be7b7e4d321aecda65d56f34e3f9fd2a526fa2261d733957f476e8938c,f383282e3bc7770642f89cebdccf4d7ec5a4e596b39fc8f80febbc6b64ef4ea8,97ef071a52c8473c369ccdecb0f8ec78099a00be43c96fc1197384d9c0803d1c
4,CASUALTIES_AND_IMMEDIATE_IMPACT,2025-08-01 00:00:00 EST,6fa202d7c0d9103c898eb4e5ed95a0f0e924017c1d3c2071e78c55fc193ea7c6,97ef071a52c8473c369ccdecb0f8ec78099a00be43c96fc1197384d9c0803d1c,ef5647c226d75fd717b9e98549bdb37595510a983d33bf038ec46ba2a74d8138
5,JUDICIAL_COMMISSION__COURT_RULINGS,2025-08-01 00:00:00 EST,5aef372b0f77b3717f357de119431fde2ec4434b7b6c0feed65e02edc0d31c7e,ef5647c226d75fd717b9e98549bdb37595510a983d33bf038ec46ba2a74d8138,207dcc751244408106a4bd5c17ea582e846a7542ec65d138af4e897847582408
6,EXECUTIVE_SUMMARY,2025-08-01 00:00:00 EST,d7c914f1eee92afa91d7d669e4dfce43fec21199c401a29207339faa01321d62,207dcc751244408106a4bd5c17ea582e846a7542ec65d138af4e897847582408,352767329ba1d49f878d10a7ae92949781d7e327e85008bf266e1fc2f2221d36
7,KEY_IDENTIFIED_ENTITIES_NODES,2025-08-01 00:00:00 EST,97919a8b1b11780b6eecb186e5f6823950846cf2467d9ce0c49c434288883e9e,352767329ba1d49f878d10a7ae92949781d7e327e85008bf266e1fc2f2221d36,2aff7d5aec38be77a8456db88d0d830c47794ae230f0fa6f329a480646951643
8,CHRONOLOGY_OF_EVENTS__LOGS,2025-08-01 00:00:00 EST,337a69bc1cebc8cdd4871817368006f757c845e972984a4e41ba49f6b9516952,2aff7d5aec38be77a8456db88d0d830c47794ae230f0fa6f329a480646951643,279f9ab38209374424c4fca3051b198b62fef88a6797dc3c3e8db6f700d9d195
9,NETWORK_EDGE_LIST_FOR_GRAPH_INGESTION,2025-08-01 00:00:00 EST,2e9250b354b48039707be0756edd4ac06734c9025156fcc05b093b24c541bf74,279f9ab38209374424c4fca3051b198b62fef88a6797dc3c3e8db6f700d9d195,0e51f56b3e1f8cb3e985a1510a267a76fd1da1834d4a8b58f02964e0d2d2835e
